title,doi,altmetric_jid,issns,journal,cohorts.sci,context.all.count,context.all.mean,context.all.rank,context.all.pct,context.all.higher_than,context.journal.count,context.journal.mean,context.journal.rank,context.journal.pct,context.journal.higher_than,context.similar_age_3m.count,context.similar_age_3m.mean,context.similar_age_3m.rank,context.similar_age_3m.pct,context.similar_age_3m.higher_than,context.similar_age_journal_3m.count,context.similar_age_journal_3m.mean,context.similar_age_journal_3m.rank,context.similar_age_journal_3m.pct,context.similar_age_journal_3m.higher_than,authors1,authors2,authors3,authors4,authors5,authors6,type,epubdate,altmetric_id,schema,is_oa,publisher_subjects.name1,publisher_subjects.name2,publisher_subjects.scheme1,publisher_subjects.scheme2,cited_by_posts_count,cited_by_tweeters_count,cited_by_accounts_count,last_updated,score,history.1y,history.6m,history.3m,history.1m,history.1w,history.6d,history.5d,history.4d,history.3d,history.2d,history.1d,history.at,url,added_on,published_on,scopus_subjects1,scopus_subjects2,readers.citeulike,readers.mendeley,readers.connotea,readers_count,images.small,images.medium,images.large,details_url,issns1,issns2,pubdate,publisher_subjects.name,publisher_subjects.scheme,cited_by_fbwalls_count,scopus_subjects3,scopus_subjects4,cohorts.pub,publisher_subjects.name3,publisher_subjects.scheme3,cited_by_policies_count,scopus_subjects5,scopus_subjects6,publisher_subjects.name4,publisher_subjects.name5,publisher_subjects.name6,publisher_subjects.name7,publisher_subjects.name8,publisher_subjects.scheme4,publisher_subjects.scheme5,publisher_subjects.scheme6,publisher_subjects.scheme7,publisher_subjects.scheme8,authors7,authors8,authors9,authors10,authors11,authors12,authors13,authors14,authors15,authors16,cohorts.com,cited_by_msm_count,authors,cohorts.doc,cited_by_feeds_count,authors17,authors18,authors19,authors20,authors21,authors22,authors23,authors24,authors25,authors26,scopus_subjects,publisher_subjects.name9,publisher_subjects.name10,publisher_subjects.scheme9,publisher_subjects.scheme10,handles,handle,pmid,authors27,authors28,authors29,attribution,ordinal_number,arxiv_id,ads_id,isbns,isbns1,isbns2,editors,cited_by_wikipedia_count,uri,isbns3,authors_or_editors1,authors_or_editors2,authors_or_editors3,authors30,authors31,authors32,authors33,authors34,authors35,handles1,handles2,editors1,editors2,cited_by_rdts_count,authors36,authors37,authors38,authors39,authors40,authors41,authors42,authors43,authors44,authors45,authors46,authors47,authors48,authors49,authors50,authors51,authors52,authors53,authors54,authors55,authors56,editors3,editors4,authors57,authors58,published_date,year
"The territories of governance : unpacking the ontologies and geophilosophies of fixed to flexible ocean management, and beyond",10.1098/rstb.2019.0458,4f6fa5123cf058f6100032f2,NA,Philosophical Transactions of the Royal Society B: Biological Sciences,13,23924386,10.4320717208976,2415650,89,21506879,6514,24.5037224439668,2034,68,4481,423337,16.4442168957579,63247,85,359966,113,24.021203539823,45,61,69,NA,NA,NA,NA,NA,NA,article,1604275200,93648855,1.5.4,FALSE,Biological Sciences,Medical And Health Sciences,era,era,29,22,22,1654200749,13.1,0,0,0,0,0,0,0,0,0,0,0,13.1,http://dx.doi.org/10.1098/rstb.2019.0458,1604397107,1604275200,Life Sciences,Agricultural and Biological Sciences,0,64,0,64,https://badges.altmetric.com/?size=64&score=14&types=tttttttt,https://badges.altmetric.com/?size=100&score=14&types=tttttttt,https://badges.altmetric.com/?size=180&score=14&types=tttttttt,https://www.altmetric.com/details.php?citation_id=93648855,0962-8436,1471-2970,1608508800,NA,NA,NA,"Biochemistry, Genetics and Molecular Biology",NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Kimberley Peters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33131438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-02T00:00:00Z,2020
"Coastal landscapes, sustainable consumption and peripheral communities: Evaluating the Miramar Resort controversy in Shanyuan Bay, Taiwan",10.1016/j.marpol.2020.104283,4f6fa6053cf058f61000668e,0308-597X,Marine Policy,1,23577654,10.3769586132825,13373196,42,10044910,3407,13.9321444085706,2358,29,1001,504967,14.0905917812444,227561,54,272858,95,18.5774526315789,69,25,24,Yi-Chen Huang,Leslie Mabon,NA,NA,NA,NA,article,NA,93955041,1.5.4,FALSE,Environmental Science And Management,Political Science,era,era,4,4,4,1605279165,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,http://dx.doi.org/10.1016/j.marpol.2020.104283,1604931622,1609459200,Life Sciences,Social Sciences,0,54,0,54,https://badges.altmetric.com/?size=64&score=3&types=tttttttt,https://badges.altmetric.com/?size=100&score=3&types=tttttttt,https://badges.altmetric.com/?size=180&score=3&types=tttttttt,https://www.altmetric.com/details.php?citation_id=93955041,NA,NA,1609459200,NA,NA,NA,Environmental Science,"Economics, Econometrics and Finance",3,Law,era,NA,Physical Sciences,Agricultural and Biological Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-01-01T00:00:00Z,2021
A Baseline for the Blue Economy: Catch and Effort History in the Republic of Seychelles’ Domestic Fisheries,10.3389/fmars.2020.00269,52fbad613cf058f70b8b4567,2296-7745,Frontiers in Marine Science,1,23577761,10.3753134200603,2133699,90,21440793,9086,13.9268950033018,1448,84,7633,383445,19.1804220161945,56240,85,327049,283,20.7041272084806,65,77,218,Hanna J. Christ,Rachel White,Lincoln Hood,Gabriel M. S. Vianna,Dirk Zeller,NA,article,1588636800,81476665,1.5.4,FALSE,NA,NA,NA,NA,10,9,10,1597295866,14.85,0,0,0,0,0,0,0,0,0,0,0,14.85,http://dx.doi.org/10.3389/fmars.2020.00269,1588738815,1588636800,NA,NA,0,79,0,79,https://badges.altmetric.com/?size=64&score=15&types=mttttttt,https://badges.altmetric.com/?size=100&score=15&types=mttttttt,https://badges.altmetric.com/?size=180&score=15&types=mttttttt,https://www.altmetric.com/details.php?citation_id=81476665,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-05T00:00:00Z,2020
"To Achieve a Sustainable Blue Future, Progress Assessments Must Include Interdependencies between the Sustainable Development Goals",10.1016/j.oneear.2020.01.008,5cdd92776073a559956e9658,2590-3322,One Earth,51,24162141,10.5544007707931,524066,97,23638353,799,67.7886883604506,149,81,651,458168,13.0715846458057,13401,97,444768,44,47.7225454545454,9,81,36,Kirsty L. Nash,Jessica L. Blythe,Christopher Cvitanovic,Elizabeth A. Fulton,Benjamin S. Halpern,E.J. Milner-Gulland,article,NA,74594942,1.5.4,FALSE,NA,NA,NA,NA,164,111,114,1691057827,75.3,3.75,3,3,3,3,3,3,3,3,3,3,75.3,http://dx.doi.org/10.1016/j.oneear.2020.01.008,1580159130,1580515200,NA,NA,0,252,0,252,https://badges.altmetric.com/?size=64&score=76&types=ttttttwd,https://badges.altmetric.com/?size=100&score=76&types=ttttttwd,https://badges.altmetric.com/?size=180&score=76&types=ttttttwd,https://www.altmetric.com/details.php?citation_id=74594942,NA,NA,1580515200,NA,NA,NA,NA,NA,54,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prue F.E. Addison,Gretta T. Pecl,Reg A. Watson,Julia L. Blanchard,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-01T00:00:00Z,2020
"The Circular Economy and human needs satisfaction: Promising the radical, delivering the familiar",10.1016/j.ecolecon.2020.106772,4f6fa4eb3cf058f61000275c,0921-8009,Ecological Economics,2,23225652,10.2905100019721,3763253,83,19455374,4030,12.042111662531,999,75,3029,420680,16.206758548064,92668,77,327940,82,12.3931707317073,21,74,61,Rebecca K.M. Clube,Mike Tennant,NA,NA,NA,NA,article,NA,86708894,1.5.4,FALSE,Environmental Science And Management,Applied Economics,era,era,26,13,14,1617718747,8.3,0,0,0,0,0,0,0,0,0,0,0,8.3,http://dx.doi.org/10.1016/j.ecolecon.2020.106772,1596006391,1604188800,Physical Sciences,Social Sciences,0,194,0,194,https://badges.altmetric.com/?size=64&score=9&types=ttttttff,https://badges.altmetric.com/?size=100&score=9&types=ttttttff,https://badges.altmetric.com/?size=180&score=9&types=ttttttff,https://www.altmetric.com/details.php?citation_id=86708894,NA,NA,1604188800,NA,NA,1,Environmental Science,"Economics, Econometrics and Finance",11,Other Economics,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-01T00:00:00Z,2020
Integrating oceans into climate policy: Any green new deal needs a splash of blue,10.1111/conl.12716,4f6fa5223cf058f610003adf,NA,Conservation Letters,29,24002307,10.5309692270959,353743,98,23648732,1031,51.6261920465568,117,88,915,378046,19.3212150426129,10910,97,367136,15,132.927333333333,5,73,11,Steven J. Dundas,Arielle S. Levine,Rebecca L. Lewison,Angee N. Doerr,Crow White,Aaron W. E. Galloway,article,1587427200,80491005,1.5.4,FALSE,NA,NA,NA,NA,112,69,80,1653521023,108.79,0,0,0,0,0,0,0,0,0,0,0,108.79,http://dx.doi.org/10.1111/conl.12716,1587748638,1587427200,NA,NA,0,111,0,111,https://badges.altmetric.com/?size=64&score=109&types=mbtttttf,https://badges.altmetric.com/?size=100&score=109&types=mbtttttf,https://badges.altmetric.com/?size=180&score=109&types=mbtttttf,https://www.altmetric.com/details.php?citation_id=80491005,1755-263X,1755-263X,1598918400,Multidisciplinary,era,2,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corey Garza,Elliott L. Hazen,Jacqueline Padilla‐Gamiño,Jameal F. Samhouri,Ana Spalding,Adrian Stier,J. Wilson White,NA,NA,NA,2,6,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-21T00:00:00Z,2020
NotJustParticipation: The Rise of the Eco‐Precariat in the Green Economy,10.1111/anti.12593,4f6fa4dc3cf058f6100019a4,NA,Antipode,15,24192521,10.5569313442114,727048,96,23466557,1189,11.5676450798991,53,95,1137,459412,12.6788451890665,18401,95,441017,28,15.5671428571429,3,92,26,Benjamin Neimark,Sango Mahanty,Wolfram Dressler,Christina Hicks,NA,NA,article,1579824000,74586703,1.5.4,FALSE,NA,NA,NA,NA,66,50,53,1643897702,53.8,0,0,0,0,0,0,0,0,0,0,0,53.8,http://dx.doi.org/10.1111/anti.12593,1580142827,1579824000,Physical Sciences,Social Sciences,0,150,0,150,https://badges.altmetric.com/?size=64&score=54&types=mttttttt,https://badges.altmetric.com/?size=100&score=54&types=mttttttt,https://badges.altmetric.com/?size=180&score=54&types=mttttttt,https://www.altmetric.com/details.php?citation_id=74586703,0066-4812,1467-8330,1583020800,Human Geography,era,NA,Earth and Planetary Sciences,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32139947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-24T00:00:00Z,2020
"Beyond Reef Restoration: Next-Generation Techniques for Coral Gardening, Landscaping, and Outreach",10.3389/fmars.2020.00672,52fbad613cf058f70b8b4567,2296-7745,Frontiers in Marine Science,7,24187394,10.5558224963948,1383001,94,22806610,9722,13.8988778029212,949,90,8774,402216,18.0705758299012,38304,90,363913,312,18.4604294871795,53,83,260,Sebastian Schmidt-Roach,Carlos M. Duarte,Charlotte A. E. Hauser,Manuel Aranda,NA,NA,article,1597276800,88183161,1.5.4,FALSE,NA,NA,NA,NA,33,27,28,1676339658,25.366,8.6,7.75,0,0,0,0,0,0,0,0,0,25.366,http://dx.doi.org/10.3389/fmars.2020.00672,1597315304,1597276800,NA,NA,0,141,0,141,https://badges.altmetric.com/?size=64&score=26&types=bttttttt,https://badges.altmetric.com/?size=100&score=26&types=bttttttt,https://badges.altmetric.com/?size=180&score=26&types=bttttttt,https://www.altmetric.com/details.php?citation_id=88183161,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-13T00:00:00Z,2020
How do fishery resources enhance the development of coastal fishing communities: Lessons learned from a community-based sea farming project in Taiwan,10.1016/j.ocecoaman.2019.105015,4f6fa6063cf058f6100066bf,0964-5691,Ocean & Coastal Management,NA,23168000,10.2785360503488,18033190,19,4473873,2487,6.93251708886208,1583,33,822,450826,12.8550381965536,311161,26,121006,84,6.95714285714286,41,45,38,Jyun-Long Chen,Kang Hsu,Ching-Ta Chuang,NA,NA,NA,article,NA,68915199,1.5.4,FALSE,Earth Sciences,Environmental Sciences,era,era,3,2,2,1577693443,0.75,0,0,0,0,0,0,0,0,0,0,0,0.75,http://dx.doi.org/10.1016/j.ocecoaman.2019.105015,1571408442,1580515200,Life Sciences,Environmental Science,0,120,0,120,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,https://www.altmetric.com/details.php?citation_id=68915199,NA,NA,1580515200,NA,NA,NA,Physical Sciences,Agricultural and Biological Sciences,2,Studies In Human Society,era,NA,Earth and Planetary Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-01T00:00:00Z,2020
Assessing policy coherence and coordination in the sustainable development of a Blue Economy. A case study from Timor Leste,10.1016/j.ocecoaman.2020.105187,4f6fa6063cf058f6100066bf,0964-5691,Ocean & Coastal Management,3,23204238,10.2865975988702,6115882,73,17050255,2489,6.92855363599839,625,74,1857,398581,18.350652088282,130992,66,266629,70,6.99242857142857,18,74,52,Michelle Voyer,Anna K. Farmery,Lana Kajlich,Astrid Vachette,Genevieve Quirk,NA,article,NA,80950773,1.5.4,FALSE,Earth Sciences,Environmental Sciences,era,era,7,7,7,1588684225,4.85,0,0,0,0,0,0,0,0,0,0,0,4.85,http://dx.doi.org/10.1016/j.ocecoaman.2020.105187,1588291970,1593561600,Life Sciences,Environmental Science,0,130,0,130,https://badges.altmetric.com/?size=64&score=5&types=tttttttt,https://badges.altmetric.com/?size=100&score=5&types=tttttttt,https://badges.altmetric.com/?size=180&score=5&types=tttttttt,https://www.altmetric.com/details.php?citation_id=80950773,NA,NA,1593561600,NA,NA,NA,Physical Sciences,Agricultural and Biological Sciences,4,Studies In Human Society,era,NA,Earth and Planetary Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01T00:00:00Z,2020
The Blue Economy–Cultural Livelihood–Ecosystem Conservation Triangle: The African Experience,10.3389/fmars.2020.00586,52fbad613cf058f70b8b4567,2296-7745,Frontiers in Marine Science,39,24164942,10.5546882786811,272503,98,23892675,9708,13.8900358467244,151,98,9558,403304,18.3205675966506,8751,97,394555,329,16.348376899696,6,98,324,Ifesinachi Okafor-Yarwood,Nelly I. Kadagi,Nelson A. F. Miranda,Jacqueline Uku,Isa O. Elegbede,Ibukun J. Adewumi,article,1595462400,85180955,1.5.4,FALSE,NA,NA,NA,NA,318,154,159,1683952254,140.5,6.2,3.2,3.2,0,0,0,0,0,0,0,0,140.5,http://dx.doi.org/10.3389/fmars.2020.00586,1593790685,1595462400,NA,NA,0,267,0,267,https://badges.altmetric.com/?size=64&score=141&types=mmtttttd,https://badges.altmetric.com/?size=100&score=141&types=mmtttttd,https://badges.altmetric.com/?size=180&score=141&types=mmtttttd,https://www.altmetric.com/details.php?citation_id=85180955,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-23T00:00:00Z,2020
Integrated biorefinery process for sustainable fractionation of Ulva ohnoi (Chlorophyta): process optimization and revenue analysis,10.1007/s10811-020-02044-0,4f6fa61f3cf058f610007b70,NA,Journal of Applied Phycology,NA,23195584,10.285232119456,20607141,1,0,2567,3.04628983248929,1351,1,0,359985,15.7064371237675,305523,1,0,84,1.17642857142857,31,1,0,Meghanath S. Prabhu,Alvaro Israel,Ruslana R. Palatnik,David Zilberman,Alexander Golberg,NA,article,1581897600,76199509,1.5.4,FALSE,Fisheries Sciences,Plant Biology,era,era,1,1,1,1581932422,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,http://dx.doi.org/10.1007/s10811-020-02044-0,1581932435,1581897600,Life Sciences,Agricultural and Biological Sciences,0,122,0,122,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,https://www.altmetric.com/details.php?citation_id=76199509,0921-8971,1573-5176,1596240000,NA,NA,NA,NA,NA,NA,Environmental Biotechnology,era,NA,NA,NA,Ecology,Freshwater & Marine Ecology,Life Sciences,Plant Physiology,Plant Sciences,springer,springer,springer,springer,springer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-17T00:00:00Z,2020
Getting to 2030 - Scaling effort to ambition through a narrative model of the SDGs,10.1016/j.marpol.2020.103973,4f6fa6053cf058f61000668e,0308-597X,Marine Policy,3,23539593,10.3674569755892,1401397,94,22138315,3377,14.0129748297305,395,88,2982,400002,18.5174696926506,40380,89,359622,96,16.0468125,15,84,81,NA,NA,NA,NA,NA,NA,article,NA,80848510,1.5.4,FALSE,Environmental Science And Management,Political Science,era,era,29,23,24,1680882660,23.78,1.75,1.75,0,0,0,0,0,0,0,0,0,23.78,http://dx.doi.org/10.1016/j.marpol.2020.103973,1588219900,1593561600,Life Sciences,Social Sciences,0,155,0,155,https://badges.altmetric.com/?size=64&score=24&types=bttttttt,https://badges.altmetric.com/?size=100&score=24&types=bttttttt,https://badges.altmetric.com/?size=180&score=24&types=bttttttt,https://www.altmetric.com/details.php?citation_id=80848510,NA,NA,1593561600,NA,NA,NA,Environmental Science,"Economics, Econometrics and Finance",19,Law,era,NA,Physical Sciences,Agricultural and Biological Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,David O. Obura,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01T00:00:00Z,2020
Carbon storage estimation of Lessonia trabeculata kelp beds in Southern Peru: an analysis from the San Juan de Marcona region,10.1080/17583004.2020.1808765,4f6fa6103cf058f610006de0,NA,Carbon Management,5,23232430,10.2925466263477,1433802,93,21797992,305,11.1039737704918,22,92,283,399128,17.909376445651,40829,89,358260,8,12.63125,1,87,7,Oscar Aller-Rojas,Bernabé Moreno,Héctor Aponte,José Zavala,NA,NA,article,1598227200,88844482,1.5.4,FALSE,NA,NA,NA,NA,22,19,20,1600502290,22.6,0,0,0,0,0,0,0,0,0,0,0,22.6,http://dx.doi.org/10.1080/17583004.2020.1808765,1598357365,1598227200,NA,NA,0,37,0,37,https://badges.altmetric.com/?size=64&score=23&types=bttttttt,https://badges.altmetric.com/?size=100&score=23&types=bttttttt,https://badges.altmetric.com/?size=180&score=23&types=bttttttt,https://www.altmetric.com/details.php?citation_id=88844482,1758-3004,1758-3012,1599004800,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-24T00:00:00Z,2020
Blue economy discourses and practices: reconfiguring ocean spaces in the Philippines,10.1007/s40152-020-00168-0,4f6fa8693cf058f61000c61b,NA,Maritime Studies,3,22774233,10.1907675708049,3699778,83,19065818,249,10.1307791164659,69,72,180,362903,16.5134381363605,80339,77,282327,9,11.7477777777778,4,55,5,Paula Satizábal,Wolfram H. Dressler,Michael Fabinyi,Michael D. Pido,NA,NA,article,1583971200,77598803,1.5.4,FALSE,Fish & Wildlife Biology & Management,Marine & Freshwater Sciences,springer,springer,9,7,8,1658361600,8.2,0,0,0,0,0,0,0,0,0,0,0,8.2,http://dx.doi.org/10.1007/s40152-020-00168-0,1584335051,1583971200,NA,NA,0,149,0,149,https://badges.altmetric.com/?size=64&score=9&types=tttttttd,https://badges.altmetric.com/?size=100&score=9&types=tttttttd,https://badges.altmetric.com/?size=180&score=9&types=tttttttd,https://www.altmetric.com/details.php?citation_id=77598803,1872-7859,2212-9790,1590969600,NA,NA,NA,NA,NA,4,Social Sciences,springer,1,NA,NA,"Social Sciences, general",Human Geography,NA,NA,NA,springer,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-12T00:00:00Z,2020
